ticker,qty,fill_price,side
ZQRX,377,108.35,sell
KVDN,585,100.27,buy
ZQRX,273,89.9,buy
WBYZ,682,99.93,buy
MTLP,538,85.47,buy
KVDN,770,99.76,sell
MTLP,349,95.5,buy
MTLP,573,102.63,buy
MTLP,141,100.63,buy
PLOM,769,102.58,buy
WBYZ,872,97.78,sell
ZQRX,66,99.49,sell
WBYZ,345,106.14,buy
ZQRX,75,92.2,sell
MTLP,550,94.24,buy
WBYZ,427,99.85,buy
KVDN,174,97.83,sell
MTLP,876,100.29,buy
ZQRX,726,101.39,buy
ZQRX,538,101.49,buy
WBYZ,536,104.46,sell
WBYZ,80,97.02,buy
MTLP,668,97.34,sell
KVDN,99,101.93,sell
ZQRX,567,95.02,sell
KVDN,903,99.26,buy
MTLP,108,106.31,buy
KVDN,384,94.4,buy
MTLP,847,101.71,sell
KVDN,780,96.46,buy
WBYZ,444,104.77,sell
MTLP,398,111.61,buy
KVDN,39,102.11,sell
KVDN,642,98.37,buy
KVDN,132,89.81,buy
ZQRX,17,106.76,buy
ZQRX,581,102.53,sell
MTLP,708,99.95,sell
MTLP,504,102.32,buy
WBYZ,124,106.47,buy
MTLP,201,98.6,buy
ZQRX,964,99.82,sell
KVDN,336,90.24,buy
ZQRX,536,99.12,buy
WBYZ,222,98.25,sell
PLOM,847,91.47,buy
KVDN,695,98.21,sell
ZQRX,447,95.85,sell
WBYZ,716,106.29,sell
ZQRX,52,104.89,sell
MTLP,152,100.66,sell
KVDN,333,104.04,sell
PLOM,436,106.16,buy
KVDN,744,100.97,buy
ZQRX,973,93.21,sell
MTLP,609,97.56,buy
MTLP,881,97.04,sell
MTLP,535,104.46,sell
ZQRX,266,103.77,buy
MTLP,63,98.39,sell
MTLP,831,101.43,sell
PLOM,777,101.48,sell
ZQRX,847,92.63,sell
KVDN,319,101.99,sell
MTLP,220,100.85,buy
PLOM,129,111.44,buy
WBYZ,635,100.24,buy
WBYZ,802,92.67,buy
ZQRX,186,97.49,buy
ZQRX,311,107.28,buy
ZQRX,728,92.75,buy
KVDN,346,90.07,sell
KVDN,246,101.65,sell
PLOM,457,106.48,sell
ZQRX,518,94.26,sell
WBYZ,713,96.52,buy
KVDN,246,90.21,buy
ZQRX,850,100.33,sell
MTLP,514,95.36,sell
PLOM,533,104.35,buy
KVDN,968,106.31,sell
KVDN,606,98.85,sell
ZQRX,509,91.04,buy
MTLP,576,94.59,buy
KVDN,276,100.63,buy
MTLP,513,82.66,buy
ZQRX,289,104.44,sell
MTLP,204,97.35,buy
WBYZ,539,103.03,buy
WBYZ,133,99.66,buy
ZQRX,966,95.15,sell
KVDN,605,90.73,sell
PLOM,58,89.77,buy
ZQRX,232,91.67,sell
ZQRX,838,94.85,sell
MTLP,389,101.13,sell
MTLP,238,100.78,buy
MTLP,423,99.3,buy
KVDN,816,93.71,buy
PLOM,568,100.07,buy
ZQRX,823,94.12,buy
ZQRX,183,100.98,sell
WBYZ,498,91.78,buy
KVDN,317,110.33,sell
KVDN,931,101.94,sell
WBYZ,311,90.91,buy
PLOM,120,104.46,sell
ZQRX,714,100.12,buy
ZQRX,485,98.73,buy
ZQRX,182,108.81,sell
ZQRX,975,96.89,buy
KVDN,118,97.12,buy
ZQRX,822,98.98,sell
MTLP,990,101.38,sell
WBYZ,437,105.19,sell
WBYZ,948,98.4,sell
ZQRX,991,101.18,sell
ZQRX,998,102.5,buy
ZQRX,653,101.25,buy
ZQRX,595,98.75,sell
ZQRX,483,93.25,buy
KVDN,135,104.09,buy
ZQRX,413,95.3,sell
KVDN,89,100.82,buy
WBYZ,659,99.17,sell
ZQRX,822,97.64,sell
WBYZ,508,107.4,sell
ZQRX,333,100.53,sell
PLOM,96,93.13,buy
KVDN,69,100.56,sell
WBYZ,863,98.01,buy
KVDN,851,101.54,sell
WBYZ,810,104.5,buy
MTLP,895,109.38,buy
WBYZ,613,93.2,sell
KVDN,802,104.31,buy
KVDN,421,103.33,buy
ZQRX,193,96.97,buy
ZQRX,726,99.11,sell
MTLP,503,103.46,buy
MTLP,608,104.83,sell
KVDN,11,93.04,buy
KVDN,368,99.27,sell
ZQRX,708,94.03,buy
ZQRX,377,92.82,sell
PLOM,703,99.85,buy
ZQRX,784,111.26,sell
MTLP,243,105.96,sell
WBYZ,984,105.35,buy
ZQRX,693,103.58,sell
KVDN,861,96.91,buy
MTLP,826,96.95,buy
KVDN,719,99.73,sell
ZQRX,413,102.47,buy
ZQRX,561,106.98,sell
MTLP,207,96.97,buy
ZQRX,593,93.72,sell
KVDN,20,96.92,sell
ZQRX,965,103.02,buy
ZQRX,864,100.07,sell
MTLP,831,100.44,buy
MTLP,826,103.58,sell
MTLP,713,99.95,sell
WBYZ,505,105.24,buy
MTLP,897,93.7,buy
WBYZ,612,94.74,buy
KVDN,283,101.28,sell
ZQRX,87,98.04,buy
ZQRX,864,100.81,sell
ZQRX,376,93.14,sell
MTLP,887,96.21,sell
ZQRX,147,95.97,sell
MTLP,23,98.17,buy
ZQRX,537,100.52,sell
ZQRX,628,105.57,buy
ZQRX,141,101.02,sell
ZQRX,239,97.19,sell
KVDN,793,103.54,buy
MTLP,889,104.67,sell
PLOM,617,98.29,buy
WBYZ,938,103.08,buy
WBYZ,276,99.68,sell
WBYZ,108,96.2,buy
ZQRX,154,93.54,sell
KVDN,590,99.71,sell
ZQRX,213,100.15,buy
PLOM,912,111.44,sell
PLOM,300,98.1,sell
PLOM,431,100.43,buy
ZQRX,523,95.39,sell
KVDN,187,101.31,sell
PLOM,166,93.34,buy
KVDN,470,106.43,buy
ZQRX,514,96.1,buy
ZQRX,436,101.1,sell
ZQRX,873,91.99,buy
ZQRX,874,96.04,buy
ZQRX,389,97.07,buy
PLOM,143,99.44,sell
ZQRX,52,99.41,buy
ZQRX,349,98.8,buy
WBYZ,228,97.74,sell
ZQRX,672,101.07,sell
ZQRX,170,98.02,sell
WBYZ,794,98.36,buy
WBYZ,332,103.41,sell
ZQRX,37,103.64,buy
MTLP,152,91.59,sell
MTLP,459,102.86,buy
PLOM,866,96.88,sell
MTLP,347,103.29,buy
ZQRX,668,96.21,buy
KVDN,778,104.1,buy
MTLP,541,101.28,buy
ZQRX,62,98.39,buy
MTLP,297,101.88,buy
ZQRX,668,96.5,buy
ZQRX,142,91.58,sell
KVDN,570,93.42,sell
WBYZ,550,99.6,buy
KVDN,69,96.0,sell
KVDN,142,98.28,sell
KVDN,425,108.39,buy
MTLP,45,103.08,sell
KVDN,525,96.16,buy
PLOM,57,108.05,buy
ZQRX,555,99.69,buy
MTLP,887,92.38,sell
PLOM,613,94.79,sell
KVDN,441,105.26,sell
ZQRX,774,94.69,sell
KVDN,990,101.94,buy
MTLP,341,99.53,buy
WBYZ,157,101.08,buy
MTLP,745,102.18,sell
MTLP,970,97.28,sell
ZQRX,508,105.88,sell
MTLP,624,103.37,buy
WBYZ,389,104.38,buy
ZQRX,963,105.09,buy
KVDN,736,98.62,buy
ZQRX,512,98.48,buy
PLOM,992,96.51,sell
WBYZ,914,105.25,buy
ZQRX,343,105.06,sell
MTLP,13,108.41,sell
KVDN,402,105.03,buy
ZQRX,782,89.9,buy
KVDN,145,103.94,sell
WBYZ,719,97.78,buy
ZQRX,312,104.55,sell
KVDN,721,98.78,sell
KVDN,675,101.58,buy
ZQRX,360,100.56,buy
WBYZ,14,107.71,buy
ZQRX,722,102.67,buy
WBYZ,587,104.97,sell
WBYZ,325,91.59,buy
KVDN,101,105.35,buy
KVDN,279,98.28,buy
WBYZ,394,90.86,buy
WBYZ,860,111.89,sell
MTLP,558,96.36,sell
MTLP,838,103.8,buy
ZQRX,38,96.23,sell
PLOM,263,109.94,buy
MTLP,240,103.89,sell
MTLP,757,99.36,sell
WBYZ,523,97.76,sell
ZQRX,865,100.78,sell
ZQRX,301,96.82,buy
ZQRX,614,101.45,sell
MTLP,56,103.72,buy
KVDN,108,88.98,buy
MTLP,708,98.25,sell
MTLP,834,100.76,sell
ZQRX,499,99.71,buy
KVDN,941,105.15,buy
WBYZ,49,94.34,sell
MTLP,930,101.3,sell
MTLP,303,100.54,buy
PLOM,167,106.83,buy
KVDN,681,97.53,buy
ZQRX,971,104.02,sell
MTLP,902,106.27,buy
MTLP,171,110.19,buy
ZQRX,653,102.88,sell
ZQRX,165,101.25,sell
ZQRX,749,101.66,sell
ZQRX,247,102.23,sell
MTLP,692,104.22,buy
PLOM,686,101.9,sell
ZQRX,330,97.11,buy
ZQRX,31,101.55,sell
PLOM,489,89.32,buy
KVDN,850,100.62,sell
WBYZ,296,99.57,sell
KVDN,784,103.01,sell
WBYZ,507,97.69,sell
KVDN,980,106.66,sell
MTLP,193,93.24,buy
ZQRX,480,101.29,sell
ZQRX,453,95.28,sell
WBYZ,111,96.92,buy
MTLP,24,97.93,buy
KVDN,915,105.36,sell
KVDN,804,102.14,buy
ZQRX,526,107.09,buy
KVDN,777,97.74,sell
WBYZ,911,100.18,buy
ZQRX,652,105.16,buy
MTLP,159,94.73,buy
ZQRX,839,103.63,buy
PLOM,345,99.18,sell
MTLP,493,96.5,buy
PLOM,180,103.81,sell
PLOM,122,94.62,buy
MTLP,270,94.32,sell
WBYZ,195,92.86,sell
PLOM,564,98.39,buy
ZQRX,789,106.35,sell
MTLP,461,97.7,buy
MTLP,723,100.74,buy
PLOM,113,94.16,sell
MTLP,352,91.84,buy
PLOM,805,98.88,sell
ZQRX,67,101.52,sell
MTLP,894,100.3,sell
KVDN,728,100.39,sell
KVDN,906,102.91,sell
KVDN,504,101.12,buy
ZQRX,13,98.36,buy
PLOM,540,95.35,sell
MTLP,384,101.19,buy
MTLP,849,89.3,buy
WBYZ,577,106.22,sell
WBYZ,441,91.91,buy
MTLP,958,107.14,buy
MTLP,458,102.16,sell
KVDN,782,97.95,buy
PLOM,542,103.95,sell
ZQRX,647,97.68,sell
WBYZ,206,103.08,buy
ZQRX,157,95.22,buy
KVDN,51,100.41,sell
PLOM,445,100.88,sell
MTLP,666,99.38,buy
MTLP,632,93.77,buy
PLOM,444,110.62,sell
ZQRX,598,107.45,sell
ZQRX,270,102.55,buy
PLOM,535,103.29,sell
WBYZ,919,95.67,sell
ZQRX,321,102.92,sell
KVDN,178,108.15,buy
PLOM,788,107.04,sell
KVDN,395,97.34,buy
PLOM,298,108.79,buy
ZQRX,506,100.19,buy
KVDN,237,98.69,buy
WBYZ,271,98.36,sell
KVDN,134,96.68,buy
MTLP,604,97.0,buy
WBYZ,702,99.6,buy
MTLP,347,90.57,sell
KVDN,374,98.69,sell
KVDN,527,104.56,sell
ZQRX,353,109.64,buy
MTLP,699,103.68,sell
PLOM,886,102.59,buy
KVDN,781,106.03,sell
KVDN,296,98.06,buy
ZQRX,68,103.12,buy
ZQRX,983,106.47,buy
WBYZ,251,89.34,buy
ZQRX,682,106.1,sell
MTLP,174,100.76,buy
PLOM,827,95.45,sell
ZQRX,644,94.77,buy
KVDN,47,103.91,sell
ZQRX,838,109.1,sell
ZQRX,693,100.5,buy
MTLP,162,100.26,buy
ZQRX,427,100.36,sell
MTLP,204,106.0,buy
ZQRX,80,104.92,sell
ZQRX,983,100.49,buy
WBYZ,257,100.66,buy
ZQRX,579,98.52,buy
MTLP,132,92.43,sell
KVDN,672,102.59,buy
KVDN,287,100.56,sell
MTLP,797,104.24,buy
WBYZ,497,93.41,buy
ZQRX,698,100.59,buy
WBYZ,438,100.45,sell
ZQRX,562,105.52,sell
KVDN,685,99.68,sell
KVDN,694,106.67,sell
ZQRX,760,102.22,buy
ZQRX,843,90.54,sell
ZQRX,348,92.69,buy
ZQRX,186,92.6,buy
PLOM,829,101.22,buy
MTLP,707,104.37,buy
PLOM,91,97.21,buy
ZQRX,369,98.0,sell
ZQRX,897,105.01,buy
ZQRX,360,94.74,buy
KVDN,461,109.93,sell
ZQRX,252,99.69,buy
KVDN,26,95.47,buy
KVDN,47,100.73,buy
KVDN,757,109.72,buy
ZQRX,601,102.63,sell
MTLP,813,99.15,sell
ZQRX,779,96.83,buy
WBYZ,115,95.66,buy
KVDN,290,94.12,sell
WBYZ,834,109.19,sell
ZQRX,71,99.78,sell
ZQRX,309,98.94,buy
ZQRX,195,96.67,buy
ZQRX,993,101.98,sell
ZQRX,99,106.18,sell
PLOM,921,104.59,buy
MTLP,711,106.16,buy
KVDN,285,96.21,sell
WBYZ,976,108.53,buy
ZQRX,668,109.99,buy
MTLP,671,104.58,sell
PLOM,998,94.95,buy
ZQRX,17,91.89,buy
MTLP,906,92.84,buy
KVDN,31,105.68,sell
ZQRX,271,99.56,buy
ZQRX,835,95.66,sell
MTLP,936,94.23,sell
ZQRX,168,101.05,sell
ZQRX,921,107.88,buy
MTLP,256,101.03,buy
ZQRX,400,93.98,sell
WBYZ,74,109.63,sell
ZQRX,603,100.2,buy
MTLP,388,109.39,buy
PLOM,893,94.25,buy
ZQRX,731,96.66,buy
KVDN,654,102.76,sell
KVDN,642,101.52,buy
MTLP,906,101.17,sell
WBYZ,598,101.32,buy
ZQRX,562,91.16,buy
WBYZ,556,103.6,sell
KVDN,541,105.68,sell
WBYZ,20,101.74,buy
WBYZ,725,99.53,buy
KVDN,793,107.83,buy
WBYZ,441,96.88,sell
ZQRX,179,99.42,buy
ZQRX,701,95.74,sell
MTLP,299,99.93,buy
ZQRX,667,97.56,buy
WBYZ,226,97.05,buy
ZQRX,641,95.69,sell
WBYZ,127,101.4,buy
MTLP,166,101.68,buy
KVDN,561,102.68,sell
KVDN,480,95.72,buy
MTLP,971,97.64,sell
ZQRX,453,93.54,buy
MTLP,621,104.32,sell
WBYZ,195,111.41,sell
PLOM,127,110.07,sell
KVDN,233,99.1,sell
PLOM,667,105.69,buy
ZQRX,747,107.99,sell
MTLP,245,95.02,sell
PLOM,275,100.79,sell
ZQRX,749,101.28,sell
KVDN,168,105.21,buy
ZQRX,374,99.03,sell
PLOM,404,96.58,buy
KVDN,925,97.36,buy
ZQRX,41,93.07,sell
KVDN,608,95.27,sell
ZQRX,490,99.13,buy
ZQRX,750,97.29,buy
ZQRX,992,105.89,sell
PLOM,588,97.86,buy
ZQRX,14,101.22,sell
MTLP,82,87.67,sell
ZQRX,889,100.68,buy
WBYZ,657,92.74,sell
PLOM,521,95.77,sell
WBYZ,55,107.21,sell
ZQRX,18,94.59,buy
WBYZ,551,95.36,buy
PLOM,233,93.48,buy
KVDN,229,103.71,sell
MTLP,351,99.64,sell
WBYZ,494,105.88,sell
PLOM,440,92.87,sell
MTLP,170,96.03,sell
ZQRX,419,95.27,buy
WBYZ,733,100.35,buy
ZQRX,410,98.82,sell
MTLP,590,98.48,buy
ZQRX,384,94.2,sell
ZQRX,443,94.01,sell
ZQRX,643,97.92,buy
PLOM,894,104.46,buy
ZQRX,647,100.67,sell
KVDN,674,90.96,buy
KVDN,627,104.68,buy
ZQRX,86,90.24,sell
WBYZ,95,102.1,buy
PLOM,789,95.15,buy
ZQRX,411,94.41,buy
KVDN,491,105.69,sell
MTLP,192,92.36,sell
KVDN,600,95.44,buy
MTLP,139,96.51,buy
KVDN,984,99.73,sell
ZQRX,447,95.69,sell
ZQRX,316,100.93,buy
ZQRX,185,96.95,buy
KVDN,415,96.86,sell
ZQRX,926,104.03,buy
PLOM,970,99.22,sell
ZQRX,87,95.77,sell
ZQRX,717,107.72,sell
WBYZ,791,103.33,sell
MTLP,408,99.51,sell
ZQRX,555,98.37,sell
KVDN,506,104.63,buy
ZQRX,851,104.93,buy
MTLP,695,100.08,sell
ZQRX,377,107.97,sell
PLOM,969,102.7,sell
WBYZ,901,96.69,sell
WBYZ,125,96.73,buy
KVDN,990,98.17,buy
ZQRX,542,97.03,sell
KVDN,102,115.61,sell
MTLP,950,107.24,buy
WBYZ,773,100.4,sell
ZQRX,372,103.1,buy
ZQRX,891,102.83,buy
KVDN,452,98.96,sell
PLOM,99,95.84,sell
MTLP,816,97.54,buy
KVDN,321,100.25,sell
PLOM,726,96.54,buy
ZQRX,665,99.98,buy
ZQRX,292,108.85,buy
MTLP,208,99.39,sell
ZQRX,490,102.51,buy
KVDN,873,112.14,buy
ZQRX,696,99.46,buy
KVDN,90,88.35,sell
MTLP,850,102.19,sell
ZQRX,489,97.39,buy
KVDN,698,98.03,sell
WBYZ,722,91.51,buy
ZQRX,104,103.61,buy
ZQRX,600,101.29,buy
ZQRX,678,98.29,sell
WBYZ,925,89.28,sell
ZQRX,764,100.62,buy
MTLP,986,97.06,buy
WBYZ,667,101.61,sell
MTLP,131,107.65,sell
ZQRX,567,100.7,buy
PLOM,22,90.79,sell
WBYZ,44,97.76,buy
ZQRX,737,101.21,sell
PLOM,741,100.73,buy
KVDN,229,103.94,buy
WBYZ,543,100.24,sell
MTLP,905,102.84,buy
ZQRX,490,102.49,sell
KVDN,467,107.84,buy
MTLP,423,92.27,buy
ZQRX,33,107.43,sell
ZQRX,973,98.04,buy
ZQRX,984,92.91,buy
PLOM,769,102.26,sell
ZQRX,203,98.75,buy
ZQRX,983,88.8,buy
WBYZ,510,91.76,buy
PLOM,728,98.96,sell
WBYZ,983,98.23,sell
WBYZ,133,104.01,sell
MTLP,742,103.06,buy
WBYZ,797,99.31,sell
ZQRX,290,99.27,buy
KVDN,466,94.46,buy
WBYZ,13,94.82,buy
ZQRX,611,93.42,sell
WBYZ,591,97.5,sell
KVDN,101,100.12,buy
KVDN,183,102.5,buy
KVDN,786,108.18,buy
MTLP,66,97.57,sell
MTLP,88,103.7,sell
WBYZ,835,103.39,buy
PLOM,224,87.34,buy
MTLP,241,104.16,sell
ZQRX,441,94.87,sell
MTLP,281,102.04,buy
KVDN,995,102.5,buy
WBYZ,258,103.83,buy
KVDN,424,96.72,buy
ZQRX,155,100.02,buy
ZQRX,251,89.88,buy
ZQRX,911,103.7,buy
ZQRX,972,101.8,sell
ZQRX,668,97.22,buy
WBYZ,405,101.23,buy
KVDN,37,98.91,sell
WBYZ,626,96.62,sell
MTLP,168,99.9,buy
MTLP,911,93.84,sell
WBYZ,423,109.0,buy
WBYZ,160,107.37,buy
WBYZ,338,98.87,sell
WBYZ,229,94.19,buy
ZQRX,895,95.04,sell
ZQRX,499,104.65,buy
WBYZ,351,102.6,buy
MTLP,442,96.5,sell
WBYZ,355,91.74,sell
ZQRX,970,94.05,buy
ZQRX,691,103.06,buy
ZQRX,686,106.18,buy
ZQRX,499,93.64,buy
KVDN,476,90.93,buy
MTLP,919,100.52,buy
ZQRX,601,101.94,buy
ZQRX,911,106.82,sell
MTLP,997,96.49,buy
PLOM,431,98.01,sell
PLOM,733,101.15,buy
WBYZ,70,103.7,sell
ZQRX,118,99.03,buy
KVDN,757,103.27,buy
ZQRX,240,89.63,buy
ZQRX,13,108.9,sell
PLOM,416,93.77,buy
MTLP,666,98.8,sell
WBYZ,830,100.84,sell
KVDN,88,96.36,sell
PLOM,341,105.54,buy
ZQRX,317,108.29,buy
KVDN,925,108.53,sell
MTLP,674,97.68,sell
KVDN,407,95.29,buy
ZQRX,503,88.52,buy
PLOM,273,94.22,sell
WBYZ,194,99.94,sell
ZQRX,729,97.94,buy
KVDN,682,95.29,buy
KVDN,253,99.42,buy
PLOM,366,101.96,buy
KVDN,640,102.27,buy
MTLP,866,106.25,buy
ZQRX,996,98.8,sell
ZQRX,237,91.01,buy
MTLP,631,97.76,buy
ZQRX,345,91.88,buy
ZQRX,172,96.88,buy
MTLP,280,99.44,sell
KVDN,152,94.78,buy
PLOM,14,107.68,sell
WBYZ,684,97.74,buy
ZQRX,264,98.07,buy
ZQRX,134,97.91,sell
ZQRX,791,104.59,buy
WBYZ,355,99.42,buy
MTLP,205,97.3,sell
WBYZ,576,108.29,buy
ZQRX,12,109.31,buy
MTLP,860,101.03,buy
MTLP,733,100.18,sell
MTLP,350,94.18,buy
MTLP,754,99.74,buy
KVDN,912,91.78,sell
ZQRX,734,99.96,buy
MTLP,122,94.4,sell
KVDN,214,93.08,buy
ZQRX,338,103.0,sell
PLOM,668,100.09,buy
MTLP,128,93.38,buy
PLOM,62,95.57,sell
MTLP,476,95.43,buy
KVDN,910,102.3,sell
MTLP,605,96.65,buy
KVDN,588,90.17,sell
WBYZ,28,110.72,sell
PLOM,858,101.08,buy
KVDN,435,104.01,buy
MTLP,442,98.97,sell
ZQRX,348,106.85,sell
MTLP,227,99.94,buy
KVDN,898,98.07,buy
WBYZ,855,91.97,buy
MTLP,791,103.68,buy
ZQRX,187,96.52,sell
MTLP,662,98.92,buy
ZQRX,296,98.82,sell
WBYZ,683,90.96,buy
PLOM,930,91.11,buy
MTLP,661,95.18,buy
MTLP,278,98.93,buy
PLOM,942,99.94,buy
KVDN,808,91.34,sell
KVDN,408,107.17,sell
ZQRX,173,99.74,sell
ZQRX,766,90.16,sell
ZQRX,422,95.8,sell
KVDN,868,103.92,buy
ZQRX,479,107.76,buy
ZQRX,285,98.53,buy
MTLP,436,104.07,buy
ZQRX,146,98.15,buy
KVDN,27,99.28,sell
ZQRX,899,97.51,sell
ZQRX,376,96.99,buy
WBYZ,211,103.72,sell
KVDN,522,105.52,buy
MTLP,280,98.16,sell
KVDN,977,99.01,sell
KVDN,942,105.77,buy
ZQRX,344,94.72,buy
KVDN,345,94.63,buy
ZQRX,311,93.85,sell
ZQRX,51,109.86,sell
PLOM,965,97.38,buy
PLOM,53,95.64,buy
ZQRX,206,104.3,sell
MTLP,253,107.23,sell
ZQRX,475,98.52,sell
PLOM,284,93.81,buy
WBYZ,452,103.3,sell
KVDN,351,99.95,buy
MTLP,225,97.68,sell
ZQRX,702,97.26,buy
MTLP,909,96.31,buy
MTLP,526,106.15,buy
ZQRX,135,96.98,sell
PLOM,631,102.75,sell
WBYZ,207,97.01,buy
KVDN,601,98.06,buy
ZQRX,741,100.8,sell
KVDN,811,97.16,sell
MTLP,973,106.64,sell
ZQRX,419,103.45,sell
MTLP,341,96.48,buy
PLOM,622,108.08,sell
MTLP,482,96.88,buy
PLOM,741,103.95,buy
WBYZ,135,94.29,sell
ZQRX,279,103.66,sell
MTLP,534,106.45,sell
WBYZ,409,101.52,sell
KVDN,610,95.51,buy
WBYZ,352,106.18,sell
WBYZ,989,91.39,buy
ZQRX,150,96.86,buy
ZQRX,41,100.23,buy
MTLP,392,90.76,sell
ZQRX,253,111.89,sell
ZQRX,743,102.49,sell
MTLP,132,91.81,buy
ZQRX,980,104.44,buy
MTLP,213,108.28,buy
ZQRX,28,101.82,sell
ZQRX,136,96.34,sell
KVDN,470,106.61,buy
WBYZ,316,109.68,buy
ZQRX,864,109.66,buy
MTLP,734,100.58,sell
MTLP,601,100.05,buy
ZQRX,438,104.97,sell
KVDN,906,91.72,sell
ZQRX,266,92.05,sell
MTLP,390,92.93,sell
KVDN,192,110.85,sell
MTLP,879,101.33,buy
MTLP,991,89.03,sell
ZQRX,34,105.56,sell
MTLP,285,104.51,buy
KVDN,268,100.8,sell
MTLP,831,105.35,buy
WBYZ,388,97.38,buy
ZQRX,969,100.63,buy
WBYZ,693,98.89,sell
WBYZ,390,97.74,buy
KVDN,75,101.98,buy
ZQRX,475,110.62,buy
WBYZ,391,94.53,buy
ZQRX,53,87.14,buy
MTLP,593,92.91,buy
ZQRX,641,95.07,sell
MTLP,57,92.5,sell
KVDN,873,98.7,buy
WBYZ,314,98.72,sell
WBYZ,848,97.8,sell
KVDN,284,92.12,buy
KVDN,417,92.05,buy
PLOM,479,101.21,buy
WBYZ,697,101.89,sell
KVDN,664,99.46,buy
PLOM,845,98.83,sell
ZQRX,585,102.2,sell
KVDN,136,102.89,buy
MTLP,593,107.21,buy
PLOM,431,104.8,buy
KVDN,409,94.29,buy
ZQRX,739,98.87,buy
KVDN,994,100.1,buy
MTLP,529,98.06,buy
KVDN,546,101.5,sell
ZQRX,570,97.7,sell
WBYZ,609,95.21,buy
WBYZ,925,102.98,sell
KVDN,92,102.0,sell
MTLP,591,103.11,buy
MTLP,740,98.6,buy
ZQRX,74,105.84,sell
KVDN,920,96.55,sell
ZQRX,388,97.13,buy
ZQRX,589,93.41,buy
KVDN,189,101.25,buy
PLOM,540,103.43,buy
MTLP,158,104.48,buy
ZQRX,522,99.63,buy
WBYZ,83,101.25,buy
WBYZ,100,107.73,buy
KVDN,587,109.59,sell
ZQRX,192,109.18,buy
WBYZ,514,106.25,sell
MTLP,444,98.85,buy
KVDN,546,98.65,buy
ZQRX,501,97.77,buy
ZQRX,850,88.25,sell
KVDN,820,103.36,buy
MTLP,27,101.31,sell
WBYZ,650,91.91,sell
ZQRX,787,106.68,sell
ZQRX,624,101.18,sell
KVDN,580,98.03,sell
ZQRX,766,99.11,sell
ZQRX,876,96.58,buy
KVDN,408,95.78,sell
KVDN,964,96.88,sell
ZQRX,614,109.6,sell
WBYZ,873,97.63,buy
WBYZ,472,114.92,buy
KVDN,945,94.38,buy
MTLP,640,92.74,buy
MTLP,527,98.74,buy
MTLP,111,104.48,buy
KVDN,350,96.31,buy
WBYZ,215,102.66,buy
MTLP,358,90.41,sell
ZQRX,790,102.43,sell
MTLP,475,98.35,sell
ZQRX,11,102.21,buy
PLOM,755,100.0,buy
MTLP,52,103.35,sell
MTLP,134,98.67,buy
MTLP,401,96.37,buy
ZQRX,758,104.01,sell
ZQRX,209,94.75,sell
ZQRX,761,100.28,buy
WBYZ,287,93.99,sell
PLOM,57,110.6,sell
KVDN,671,102.93,sell
WBYZ,950,100.4,buy
PLOM,295,100.25,buy
KVDN,480,106.4,buy
WBYZ,202,105.66,buy
MTLP,35,94.69,sell
ZQRX,493,101.74,buy
KVDN,201,95.27,sell
PLOM,793,98.61,sell
WBYZ,77,98.06,sell
WBYZ,380,97.83,sell
ZQRX,205,98.75,sell
MTLP,301,107.53,sell
ZQRX,74,97.71,sell
WBYZ,431,100.95,sell
MTLP,190,95.52,sell
MTLP,812,107.51,buy
PLOM,528,95.33,buy
WBYZ,253,104.57,sell
MTLP,754,98.2,buy
MTLP,316,108.1,sell
ZQRX,98,103.96,sell
ZQRX,255,102.79,buy
ZQRX,791,95.7,sell
MTLP,42,95.29,sell
ZQRX,355,94.65,sell
MTLP,767,103.29,sell
KVDN,255,98.61,buy
KVDN,144,101.35,buy
ZQRX,976,98.22,sell
MTLP,781,98.19,sell
ZQRX,621,107.11,buy
WBYZ,90,100.19,buy
ZQRX,288,98.38,buy
KVDN,366,98.33,buy
ZQRX,338,105.96,sell
MTLP,711,102.16,sell
KVDN,273,88.7,sell
MTLP,596,91.33,buy
KVDN,118,98.19,buy
KVDN,931,105.74,buy
KVDN,623,97.69,buy
WBYZ,890,99.15,sell
WBYZ,421,102.45,buy
MTLP,14,98.44,sell
ZQRX,338,101.45,buy
KVDN,436,95.23,sell
WBYZ,139,92.09,buy
KVDN,627,102.84,sell
WBYZ,110,97.53,sell
ZQRX,225,98.9,sell
PLOM,326,101.01,sell
MTLP,215,102.4,buy
KVDN,263,90.42,buy
WBYZ,840,102.93,sell
KVDN,241,96.07,buy
KVDN,604,93.18,sell
ZQRX,146,99.28,sell
MTLP,822,101.26,sell
WBYZ,761,106.12,sell
PLOM,576,98.05,sell
WBYZ,50,101.18,buy
MTLP,879,88.8,sell
KVDN,457,106.31,buy
WBYZ,70,105.01,sell
MTLP,807,110.17,buy
KVDN,108,99.54,buy
ZQRX,904,98.32,buy
KVDN,945,99.45,sell
PLOM,626,102.12,sell
ZQRX,178,98.58,buy
MTLP,835,108.8,buy
MTLP,387,97.51,sell
PLOM,298,93.33,sell
ZQRX,355,95.29,sell
ZQRX,511,93.95,sell
ZQRX,608,93.57,buy
KVDN,867,101.98,buy
ZQRX,253,100.63,buy
PLOM,719,99.91,buy
MTLP,680,100.46,sell
WBYZ,320,90.85,sell
MTLP,193,106.51,buy
WBYZ,718,96.19,buy
PLOM,473,95.62,buy
MTLP,765,98.33,buy
MTLP,931,102.13,sell
